"","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398409505799145,0.0764227600466468,0.1100694600565,0.107445998004364,0.104933355681083,0.10251965696902,0.100163228644976,0.0979052980608824,0.0957380585022014,0.0936535710498739,0.0916451774643623,0.0896733561771502,0.0877760985035863,0.085950329971277,0.0841886374814489,0.0824881580990376,0.0808127963231783,0.0791904877571628,0.07762090564336,0.0760994828384359,0.0746275404074846,0.0731652272401472,0.0717433137988549,0.0703600746733485,0.0690165985620305,0.0677092234775832,0.066395049265945,0.0651139050478028,0.0638634879459383,0.0626437418022121,0.0614501014916181
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812603237088685,0.0079017595878848,0.00780174517181606,0.00768269031201618,0.917092256495417,0.898442917614574,0.869343914559067,0.843143332142424,0.818088733080189,0.794765744019458,0.771258407461385,0.748505580268569,0.730972593279829,0.717985220170667,0.706122744649164,0.698538873018093,0.694534279368208,0.690061888063379,0.685537716791306,0.68043343591631,0.67565979692155,0.671079775297434,0.666859607765546,0.662863367509966,0.657467943478746,0.653261180062964,0.649553281170039,0.646033255946715,0.641982438599534,0.637959773703535,0.634444692534767,0.630856746074366,0.627487951015457,0.624412865227833,0.621197356281273,0.617444290861332,0.614697483624087,0.611770347041671,0.60928629063968,0.606475022588925,0.603205765224562,0.600647912706711,0.597878526375762,0.595755757885645,0.592967531354691,0.590286773447417,0.587979953245595,0.585744568369447,0.583464097553238,0.581487449528556,0.578976583525287,0.576958048571985,0.57489515508262,0.572774665995901,0.570798248569605,0.568789290263237,0.566801946967871,0.565066987483444,0.563267519116481
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278074839853283,0.0624216137301115,0.0598605773042095,0.0573532401999144,0.0549753401393992,0.0528364262556358,0.0507196673232785,0.0487431385118276,0.0468684654218536,0.0450742811485703,0.082040951811411,0.202293410638669,0.217299269755996,0.208845792911697,0.217801127084933,0.209618796599974,0.20163222402928,0.19418595344523,0.187183068324486,0.180517873250327,0.174186284747713,0.167843454722901,0.161777121375919,0.157078623196516,0.163152340653853,0.169141917614993,0.171432527572001,0.18024563260298,0.187056045644176,0.196861561628447,0.209530431460352,0.226005798399532,0.246231623265797,0.264354665919706,0.280389540253147,0.296981063516311,0.353376347216286,0.3868581432661,0.404104476996496,0.418146581167524,0.433857376341423,0.449263740504315,0.66355314270479,0.694886296370434,0.70119979432582,0.707298343862039,0.713156020852104,0.718895160542152,0.724468166795704,0.729822984003,0.828896775906905,0.88170195134513,0.882564719846248,0.883404881770998,0.884228944370181,0.885016971757425,0.885794413697019,0.886550156097424,0.887281431991005,0.887999789820476,0.888691802141165,0.889370584544485,0.890027975863768,0.89067134381343,0.891304051849915,0.891907036136759,0.892508842647093,0.893093688323345,0.893661956995405,0.89422580991537,0.894759317574912,0.895306288580568,0.895835119531933,0.896349874836487,0.896859474535803,0.897346524729247,0.897854850094943,0.89834419921739,0.898827995329549,0.899299736933427,0.899753444037623
"GIN",0,0.0897586357008751,0.0868385570852546,0.084132011449172,0.081489043900021,0.579917508166464,0.561132857048409,0.543685658062588,0.526667197057691,0.79755864929045,0.77209151150626,0.746283344050218,0.71897099130285,0.914354471546811,0.881235205776657,0.849821535263938,0.815810970198615,0.929275928970482,0.8947111176231,0.862901722925681,0.831846851488281,0.924389233780767,0.88984732566496,0.857277621795343,0.825426405339375,0.79468238410949,0.764024894763825,0.73569243349109,0.709638688230299,0.684958621178895,0.661208891378385,0.635166575268514,0.61101296113829,0.588438117845358,0.566446147599171,0.54579485709935,0.523532427989939,0.502157959434725,0.48225396120267,0.462695833355339,0.443614510858828,0.424117390444745,0.405698340455725,0.388355484918282,0.371603773891765,0.355483884687307,0.33869532392168,0.323247920164311,0.308627140746119,0.294438710890226,0.281098804828034,0.26725210645017,0.254029604028277,0.24169650555,0.230119229287067,0.219575064339097,0.208428788961939,0.197595692130222,0.187713174093669,0.178305814749459,0.169162191673258,0.160318779679807,0.15188360643475,0.28020358904414,0.32804383805414,0.373811465966688,0.448174127707955,0.444124658170485,0.442907628303037,0.449156845965117,0.450852337347886,0.781757375797671,0.773434548928456,0.765469114179856,0.757836261936743,0.750629061966988,0.74373969120377,0.73718254581055,0.730906580703021,0.724860674622438,0.719080575065772,0.713410900360504,0.707988895626365,0.702862770820559,0.69793665553916,0.693181832438942,0.688490469790012,0.683988443276364,0.679732287359496,0.675600471817097,0.671696612509819,0.667838264837094,0.664133390547279,0.660612194784971,0.657196697684178,0.653911385984114,0.650726153347042,0.647683140611813,0.644746435280582,0.641942211814477,0.63921333928114,0.636573260225104,0.634051539144009,0.631590049794404,0.629261723147584,0.626987504052406,0.624756642181898,0.622628123493227,0.620580036801915,0.618583077841391,0.616659577627604
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909371851876915,0.868963606734295,0.830217975710431,0.792768945955062,0.760240241470319,0.727965633356484,0.728646132675425,0.730134443499646,0.735795920340629,0.744163172665549,0.75008726196126,0.718307625456279,0.723191069817393,0.726621308165578,0.715134553927434,0.713672633147592,0.682291914944106,0.652959930729996,0.660377126391791,0.664980687563315,0.671728214070509,0.678798750273694,0.683903585910463,0.688588668468119,0.692485151522001,0.696394429161248,0.703009959162317,0.708524742347283,0.713431260111102,0.720668374077036,0.727808901688563,0.733791828236274,0.739466682607933,0.744590624084742,0.749403261642729,0.75379793286372,0.758847525616503,0.763328783100922,0.767691635966961,0.771898408790479,0.775698850620918,0.779849076674198,0.783528657938127,0.787337581777707,0.791053481985036,0.794327940041173,0.79762573461717,0.800818928687347,0.803995468881413,0.807086900471144,0.809684157896678,0.812442245693971,0.815177194995197,0.817713280656598,0.820150618914156,0.822592769244285,0.824988948616204,0.827144442858666,0.829357776545224,0.831397426439275,0.833594911011186,0.835480078629239,0.83753071066979,0.839600303274256,0.841375522817572,0.843169555209491,0.845109226397696,0.847277957437926,0.849002251739891,0.850955580426983,0.85264841453879
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133434538829646,0.0340017699838995,0.0535668269140612,0.0725663492314977,0.0900371152479595,0.106741439998444,0.122873874364358,0.138779075887727,0.153925593266004,0.168507262150288,0.182632914428992,0.195885395061104,0.209437503628333,0.527418634013964,0.530507219557484,0.533069413891219,0.535685603013068,0.538507594429786,0.541276109885083,0.543781356545401,0.546258566607361,0.548896427305259,0.551261927587616,0.553515554213312,0.555853443298237,0.557897439896958,0.560014011588202,0.562170114323576,0.564098436321926,0.566144763837097,0.567938810291675,0.569726731241471,0.57158926658937,0.573187246886523,0.574747516176846,0.576391994291892,0.577921940359012,0.57956118825032,0.58103690193138,0.582513234473576,0.583781148385699,0.585223377862641
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103416799516844,0.0424510107818338,0.0432418796952316,0.0456230830686281,0.044170958551156,0.0427831157269329,0.0412453029493627,0.0396323318437902,0.0383496025688693,0.0371339356467562,0.036318151751102,0.0354044884755581,0.0345580670581982,0.0338272806797121,0.033116638346108,0.0323988170859245,0.0316109251127823,0.0308763778552265,0.0302339136196509,0.0295994470580097,0.0289570351848047,0.0282723110514268,0.0276457793781594,0.0270908513865356,0.0265578885886403,0.124086576554905,0.206391347960393,0.200069433643977,0.194054108970636,0.188325784799201,0.182827735911672,0.177501208936115,0.172401477486662,0.167480144670099,0.162716395861087,0.15811616245562,0.153642063404898,0.149341760913925,0.145114380855652,0.141047920099095,0.13712641181523,0.133290471441121,0.12958698285264,0.125961490618808,0.122469516079429,0.119084248257225,0.115773542959897,0.112580244532854,0.109477358821013,0.106476564651768,0.103571673792896,0.100727632639671,0.0979864129328728,0.0953229146137561,0.0927425068741764,0.0902350969561488,0.087787441558804,0.0854203002529724
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184074799703887,0.177353220569026,0.220495715034102,0.28037909819809,0.270238682156436,0.299241423100518,0.335762921944341,0.337593190936138,0.3411925999995,0.355960374690758,0.364030624022806,0.371296720002577,0.378627243462267,0.42326631854919,0.924568883165445,0.905176644104171,0.890151378066714,0.872384792876339,0.855859762105904,0.840095361705201,0.82485576143525,0.810149942699701,0.796040496677563,0.782584909429053,0.769618968202483,0.75683275925127,0.744637259928549,0.733177715706012,0.722047656193766,0.71125031698402,0.700518287788254,0.6902490800942,0.68048308955665,0.671154052729548,0.661922461902634,0.653005894957326,0.644248798218961,0.635971750762822,0.628043963651626,0.620237939960552,0.612504487609303,0.60503818285251,0.597971970122181,0.59112973236828,0.584582804962717,0.57797651700988,0.571562460352712,0.565550467805624,0.559691022171621,0.55400595416045,0.548272524303779,0.542803222435006,0.537437748292757,0.532283710718744,0.527375396059871
"MLI",0,0.0897586357008751,0.0865542264241127,0.0835953628403619,0.0807278950715942,0.579480063490142,0.558896415810411,0.539853306107369,0.521416598967673,0.794875130394098,0.767119369645971,0.740400235253415,0.71341955724813,0.913086871567419,0.879481736134967,0.847922009680212,0.814373543238077,0.928930297765929,0.894251028450101,0.862577782704606,0.831847579767072,0.92410378147219,0.889150371537461,0.856698576184626,0.825700008016984,0.795426949350529,0.764282017174994,0.736028772305659,0.709816562064025,0.684581725573008,0.660077417764668,0.632731426201368,0.607285914074281,0.583475918876153,0.560524042763423,0.538580328200943,0.513959493663937,0.490922782288182,0.468731280866394,0.447714932638923,0.427360191289214,0.406107868558894,0.386119301045863,0.367151536293037,0.349137033860918,0.33161217555495,0.313820669237479,0.296584176644709,0.661189178906048,0.63173123830309,0.604876390382717,0.578236088108658,0.552971759211341,0.533502251739853,0.51094245884257,0.490888498670021,0.469234637112718,0.44826385134541,0.435519486555667,0.420601996742195,0.407606456132412,0.393010322886377,0.378319605945732,0.37289498351033,0.379987816764258,0.38910224373864,0.487311188654956,0.497700952827924,0.504782887835787,0.763704803297575,0.757896121747136,0.753957436973666,0.747218641590134,0.74108525001078,0.735414483974106,0.729987068531642,0.724916894988837,0.720083065089678,0.715494400909068,0.711203816017698,0.707056310023478,0.702988546352948,0.699185323804722,0.695623409135808,0.692209910788115,0.688888598366131,0.685692659196923,0.68266809264998,0.679765614310807,0.676982907480498,0.674346085578445,0.671790769083739,0.669386719740029,0.66711390574546,0.664905975676375,0.662804089046156,0.660818880241739,0.658906958690018,0.657101737721634,0.655367106936861,0.653700646800654,0.652086777583312,0.650548092524074,0.649098755611115,0.64768553618443,0.646315052704743,0.644969933739375,0.643686300349598,0.642443783369498,0.641251911727781,0.640080883894482
